product,price
"Savage Stevens 555 Compact Over/Under Shotgun 20 GA 24\"" B",$560.00
North American Arms (NAA) SWC Sidewinder 22M/22LR Combo Single ,$418.00
Remington 700 ADL Package .30-06 Springfield Bolt Action Rif,$565.00
"Taurus 17SS6 Tracker 7RD .17 HMR 6.5""",$472.00
CRICKETT ..22 LR BL/BLUE Synthetic .22 LR,$139.00
"Ruger 0463 Blackhawk Convertible 6RD 45LC/45ACP 5.5""",$603.00
CZ-USA 1012 Semi-Automatic 12 GA 28 4+1 3 Turkish Walnut Stock ,$555.00
SHARPS BROS LLC SBLR07 Overthrow Stripped Lower AR-15 Multi-Cal,$258.95
"Smith & Wesson Performance Center Shield M2.0 .45 ACP 4"" Ported",$776.00
KEL-TEC CNC RDB-C 5.56 NATO 20 10RD CA Olive Drab Green,$862.00
Savage A17 .17 HMR TARGET TH LAM,$526.00
Stevens 301 SINGLE Round 12GA 26,$174.00
Chiappa Firearms 340250D SSA 1873 Dual Single 22 Winchester Mag,$161.00
CZ-USA CZ 455 Rustic Training Bolt .22 LR 24.8 5+1 Beechwood St,$361.00
"Smith & Wesson M329PD 6RD 44MAG/44SP 4""","$1,005.00"
Remington 700 SPS Tactical 308,$642.00
"Remington 700 5-R Gen 2 6.5 CRD 24"" 4+1 Synthetic HS",$987.00
Savage 308 24TB Black ACU 10,$638.00
Remington 700 MUZZLELOADER 50C - 4473 Required,$820.00
"Remington 25793 700 BDL 4+1 .30-06 Springfield 22"" 1:10""",$804.00
EUROPEAN AMERICAN ARMORY WITNESS PRO .45 ACP 4.5 MATCH BBL WOOD,$531.00
Winchester 1892 DLX .44 MAG BL/WD 24OCTGN,"$1,398.00"
"SAVAGE AXIS LH 6.5 CREED 22""",$308.00
"CZ 457 Varmint .22 WMR 20.5"" Turkish Walnut 5rd (02341)",$483.00
Remington Firearms 85777 783 with Scope Bolt 6.5 CRD 22 4+1 Syn,$402.00
Remington Firearms 85738 783 Varmint Bolt Bolt .243WIN 26 Lamin,$454.00
"Henry Long Ranger Lever 6.5 CRD 22"" 4+1 American Walnut Stock B",$829.00
Walther Arms PPQ Q5 MATCH SF 9MM 5 15+1,"$1,479.00"
MOS PATR 3006 22 FLT VTX WLN 5,$542.00
Savage 40207 64 Takedown Semi-Automatic .22 LR (LR) 16.5 10+1 ,$188.00
Colt King Cobra Carry 357Mag 2 6 Rd Stainless,$847.00
"CZ Bren 2 Ms Pistol 5.56mm 14""","$1,475.00"
HENRY BIG BOY STEEL .44MAG,$820.00
Ruger 6837 Gunsite Scout Bolt 450 Bushmaster 16.1 4+1 American ,$845.00
Henry 11 + 1 .17 HMR Lever Action w/Blued Barrel & American W,$530.00
Remington 700 SPS Tactical .223 Hogue Stock,$623.00
"Mossberg MVP Precision 6.5 CRD 24"" 10+1 Luth-AR Stock",$991.00
FN Herstal SCAR 20S 308/7.62 20 Flat Dark Earth 10+1 38996,"$3,999.00"
CZ DRAKE SOUTHPAW 12GA 28 LH (5) CHOKE TUBES,$581.00
Savage 57104 Axis II XP with Scope Bolt 6.5 CRD 22 4+1 Syntheti,$442.00
"Savage A17 .17 HMR SEMIAUTO 22"" Black",$394.00
Browning BUCKMARK MICRO FIELD TARGET .22 LR 4 BULL 2018,$336.00
Springfield Armory LOADED OPERATOR .45 ACP Black W/ RANGE BAG,"$1,184.00"
"Savage 110 Apex Hunter XP Bolt 6.5 CRD 24"" 4RD.",$527.00
Bergara Rifles B14S352L B-14 HMR LH Bolt 6.5 CRD 22 5+1 Brown w,$969.99
"Savage 110 High Country .300 Win Mag 24""",$874.00
North American Arms (NAA) NAA-BWCA Black Widow 5RD 22LR/22MAG 2,$344.00
Ruger Precision 308 Win 10+1 Barrett Brown,"$1,348.00"
CVA SCOUT V2 TAKE-DOWN 450BUSH SS/BLK,$364.00
RUGER SR1911 10MM NIGHT SIGHTS,$938.00
GEMTECH GM-45 45ACP W/PIS .578-28,$516.00
CZ-USA CZ75B OMEGA 9mm GREY 10RD Night Sights,$616.00
Savage 111DOA XP 7MM REM BUSHNELL,$456.00
KRISS VECTOR SDP G2 9MM 5.5 Threaded Barrel Black ARM BRACE,"$1,499.00"
Remington 700 LH RECEIVER L/A MAGNUM,$449.00
Savage 28800 MKIIFVT .22 LR AT,$399.00
Savage 22155 555 Compact Over/Under 28 Gauge 24 2.75 Turkish Wa,$560.00
BERETTA T3X TAC A1 308 WIN,"$1,574.00"
"Smith & Wesson M27 CLASSIC 6RD 357MAG/38SP +P 6.5""",$956.00
A. Uberti Firearms 1873 Cat Bird Head 45 Colt Revolver 344691,$477.00
"Stoeger Uplander Youth Side by Side 20 GA 22\"" Shotgun 31130",$386.00
Uberti Firearms 1873 Cattleman New Model 45 Colt Polished Nicke,$558.00
Springfield Armory PC9610L18 1911 TRP Single 10mm 6 8+1 Dirty O,"$1,448.00"
"Ruger 0306 Blackhawk 6RD 357MAG/38SP 4.62""",$563.00
"Ruger 0319 Blackhawk 6RD 357MAG/38SP 6.5""",$671.00
Savage 111 TH XP 30-06 NIKON,$530.00
"S&W M&P45 M2.0 .45 ACP 4"" Compact NTS 3 mag",$460.00
SAVAGE AXIS II XP 308 22B Scope Flat Dark Earth,$408.00
A UBERTI 342720 1873 RIFLE .357 MAG 24.25 13RD,"$1,058.00"
KEL-TEC CNC SU-22 RIFLE .22 LR ,$350.00
Ruger BN44 BlackKHWK .45 LC 45/8 Black,$563.00
"CZ-USA 512 Semi-Automatic .22 LR 20.6"" Hardwood Blu",$428.00
"Smith & Wesson M460XVR 5RD 460Smith & Wesson 14"" PERFORMANCE CE","$1,398.00"
"Taylors&Co 0394 Cattleman 1873 .44 MAG 6"" 6 Walnut Grips B",$504.00
Savage 11 TH XP 308 Lefthand NIKON,$581.00
Ruger GP100 10MM/40S&W Blue 5IN Half Lug 6RD,$735.00
"Ruger American Predator Rifle .350 Legend 20"" Threaded w/Brake",$477.00
Stoeger Condor 12 GA 26 ST,$386.00
"Sig MCX Rattler SBR 300 Blk 30+1 5.5"" Barrel","$1,849.00"
Henry H009BWL Big Boy Special Wildlife Brass Lever 30-30 Winche,"$1,021.00"
CZ-USA 455 VAR EVO .22 LR COYOTE LAM,$456.00
TRI-STAR SPORTING ARMS Viper G2 Sporting Semi-Automatic 12 GA 3,$525.00
"Browning Buckmark 22 Field Super 5.5"" RSW",$529.99
Tikka T3X LITE .308 Winchester Synthetic,$593.00
Smith & Wesson 10227 986 Performance Center Single/Double Actio,$979.00
Remington 700 MAGPUL 308 Winchester 22 DM,$945.00
Springfield Armory MA9226 M1A 308 Synthetic Black LOADED,"$1,544.00"
BRZ ROSSI M92C .45 LC 16SS RND,$524.00
"Smith & Wesson M&P340 5RD 357MAG/38SP +P 1.87""",$775.00
Remington Firearms 85447 700 ADL with Scope Bolt 6.5 CRD 24 4+1,$475.00
MOSSBERG PATRIOT SUPER BANTAM COMBO 243 WIN,$382.00
Savage 47215 A22 Target .22 LR (LR) 22 10+1 Laminate Thumbhole,$391.00
Bergara Rifles B14LM501 B-14 Ridge Bolt 300 Winchester Magnum 2,$749.99
North American Arms (NAA) NAA-1860-4C The Earl 5RD 22LR/22MAG 4,$321.00
"Ruger 0804 Super Blackhawk 6RD .44 MAG 7.5""",$689.00
Savage 116BH 338 WIN,$671.00
"Smith & Wesson SW1911 TA E-SERIES 8+1 .45 ACP 5""","$1,207.00"
Weatherby VGS308NR4O Vanguard S2 Stainless Steel Bolt 308 Win 2,$611.00
"Bond Arms BAM357/38 Girl Mini 2RD 357MAG/38SP 2.5""",$465.00
"Winchester 535202228 M70 Sporter Bolt .30-06 Springfield 24"" 5+",$842.00
Taylors 702A 1873 S.A. Cattleman New Frame Model 45 Colt (LC,$476.00
Ruger AMER-RFC .17 HMR CMPTB BLK/SYN,$332.00
MOSS 27840*PATRIOT 20 243 Y Scope Synthetic,$355.00
Mossberg PATRIOT 22 300 Scope Synthetic,$438.00
"Cimarron MP401 Model P 6RD .357 MAG 5.5""",$491.00
Heritage Manufacturing .22 LR 4.75 CH 6RD W/COCOBOL,$148.00
SAVAGE 110 APEX HUNTER XP .243,$527.00
"Cobra Classic Derringer 22LR Pistol 2.4"" Barrel 2 Rounds Chrome",$164.00
SAVAGE AXIS YOUTH LH .243 20,$308.00
"CZ 457 Varmint Precision Trainer .22 LR 24.8"" Manners (02356)",$993.00
"Smith & Wesson LE Model 43C .22 LR 1 7/8"" No Lock QP ONLY",$567.00
"Stoeger M3000 Sporting 12GA 30\""",$599.00
KIMBER 9MM MICRO 9 CDP (LG),$955.00
Century Arms Canik TP9SFX 9MM 20+1 Black Viper,$670.00
"CZ 457 Pro Varmint .22 LR 16.5"" Threaded",$540.00
SAVAGE AXIS II YOUTH .243 20,$336.00
MOS MVP LR TR BA 223 20TB 10RD,$753.00
Springfield Armory PG9109T 911 .380 ACP (ACP) Single 2.7 6+,$562.00
Browning 035479282 X-Bolt Predator Hunter Bolt 6.5 CRD 22 5+1 S,$907.00
Pointer PAR41026Y Arista Youth Over/Under .410 GA 26 2 3.5 Turk,$444.00
"Smith & Wesson Performance Center Shield M2.0 .45 ACP 4"" FO Sig",$750.00
"Browning 012289305 BPS Field Composite Pump 12 GA 26"" 4+1 3"" Fi",$579.99
"ArmaLite A10SBF AR-10A SuperSASS SA 308 Win/7.62 20"" 20+1 Bl","$2,759.00"
STOEGER M3500 Synthetic 12/28,$599.00
"North American Arms (NAA) NAA-BWMA Black Widow 5RD .22 MAG 2""",$311.00
"Colt O4840WC Wiley Clapp 8+1 .45 ACP 4.25"" TALO EXCLUSIVE","$1,215.00"
"Heritage Manufacturing ROUGH RIDER 22LR/22MAG 4.75"" SATIN BLACK",$252.00
"Mossberg 930 Turkey 12 GA 24"" Mossy Oak Obsession PG Stock 3"" 4",$573.00
CZ-USA CZ455 American COMBO 17HMR/22LR,$456.00
KIMBER K6S .357 MAG CDP,"$1,078.00"
"Stoeger 3000 Semi-Auto Shotgun 12 GA 28"" 3"" Chmbr Walnut Stock ",$599.00
CIMARRON MAN W/NO NAME .45 LC,$642.00
1873 DLX CCH .45 LC GR5 24 ,"$1,477.00"
Savage BMAG .17 WSM Black HVY BBlack,$344.00
Ruger AMERICAN 270 VORTEX Scope Black,$528.00
Mossberg 27874 Patriot Synthetic Bolt 308 Winchester 22 4+1 Syn,$375.00
Savage 28700 MKIIFV .22 LR AT HB,$230.00
"Savage MSR10 Long Range Semi-Automatic .308 Win. 20"" Magpul PRS","$1,848.00"
"Smith & Wesson M41 10+1 .22 LR 5.5""","$1,175.00"
Springfield Armory MA9102 M1A STD 308 Walnut Black,"$1,494.00"
North American Arms (NAA) SW Sidewinder .22 MAG Single 1.5 5 R,$338.00
"Smith & Wesson M&P45 SHIELD 3.3"" PERFORMANCE CENTER",$671.00
Remington 700 SPS 6.5 CRD,$551.00
"Walther PPQ Q4 Steel Frame 4"" 9mm","$1,259.00"
Kimber 2020 Shot Show Stainless LW .45ACP 8+1,$637.00
Savage MKIIBV .22 LR AT HB LAM,$299.00
"Ruger 0505 Blackhawk 6RD 30CARB 7.5""",$563.00
"Ruger 0811 Super Blackhawk 6RD .44 MAG 5.5""",$689.00
"CZ-USA CZ455 Bolt .22 MAG 20.6"" Walnut Blue",$380.00
Savage BMAG .17 WSM STAINLESS,$347.00
"S&W M&P9 M2.0 9mm Compact 3.6"" Night Sights 15rd",$460.00
Remington ACTION 700 SA CARBON 223,$334.00
Bergara Rifles B14S351 B-14 HMR Bolt 7.62 NATO/.308 WIN NATO 20,$949.99
New Vaquero Stainless 5105 45 Colt 6RD Hardwood Stainless Steel,$689.00
"HENRY SINGLESHOT .44 MAG h01544 22""",$407.00
"A. Uberti Firearms 1873 Desperado .45 LC 5 1/2""",$708.00
Ruger GP100 .357 MAG 5.5,"$1,163.00"
Taurus R/HUNTER 357 REV 5.125 B/S,$703.00
Cimarron 1862 Pocket Conv .380ACP,$490.00
"Ruger American Predator Rifle 350 Legend 16"" Dark Earth w/Brake",$504.00
"Ruger Precision 6.5 Creed US Flag 24""","$1,359.00"
RUGER 10/22 GRT WHT .22 LR 10RD TL,$358.00
Ruger SUPER BLKHK HUNTER .45 LC BISLEY,$778.00
Savage Arms 110 TACTICAL 6.5CR Synthetic 24 LH,$630.00
Savage Axis II 6.5 Creed Mossy Oak Bottomland,$341.00
"Ruger 31142 10/22 Semi Auto Rifle, 22 LR, 20"" Target BBL, Stain",$563.00
Browning BM PLS MIC BULL .22 LR SR 10,$401.00
Browning BPS FIELD 28/26 BL/WD 2.75,$649.00
SAVAGE AXIS II PREC 308 22B Threaded Barrel,$765.00
SAVAGE RENEGAUGE FLD SA 12M/26MC,"$1,142.00"
Thompson/Center Arms Blue Pro Hunter Pistol Frame w/Rubber G,$370.00
"Marlin .357 MAG 20"" OCTAGON BBL COWBOY",$932.00
Ruger SUPER REDHAWK 10MM 6.5 Stainless Steel RUBBER/WOOD ,$809.00
Mossberg 28017 MVP LC Bolt 7.62 NATO/.308 WIN NATO 18.5 10+1 Ma,$808.00
Savage 93 .22 MAG BOLT GATOR CAMO,$296.00
HENRY H012C BIG BOY STEEL .45 LC,$697.00
"Smith & Wesson M27 CLASSIC 6RD 357MAG/38SP +P 4""",$923.00
"Smith & Wesson M586 CLASSIC 6RD 357MAG/38SP +P 4""",$803.00
North American Arms (NAA) Ranger II Convertible .22LR/.22 Mag 1,$456.00
Browning BUCKMARK MEDALLION .22 LR 5.5 SLABSIDED 2018,$449.99
KIMBER 9MM MICRO 9 TWO-TONE TFX PRO,$622.00
HOWA MINI ACTION 6.5GREN 20 BLACK,$525.00
"Ruger Mark IV 70th Anniversary .22 LR 4.75"" Black 10+1",$423.00
RUGER PRECISION 300PRC 26 Black 5RD,"$1,628.00"
RUGER BLACKHAWK (CARRYHAWK),$781.00
 ROSSI SNGSHT TURK 410/26OD,$171.00
"Savage 110 Ultralite 6.5PRC 22""","$1,235.00"
"Remington 783 .30-06 Sprg. 22"" Mossy Oak Break Up w/Scope 4+1",$403.00
"Mossberg Patriot Synthetic 6.5 CRD 22"" Threaded Barrel Fluted, ",$358.00
Savage 45100 64FVXP .22 LR W/SCP,$230.00
Savage 93R17GV .17 HMR AT HB WOOD,$257.00
Tikka T3X LITE COMPACT 6.5CREED 20,$617.00
Smith & Wesson M&P9 M2.0 COMPACT 4 NTS Green LASERGUARD,$652.00
"RUGER GUNSITE SCOUT 450BM Stainless Steel 16\"" MB 6838 | MUZZLE",$800.00
"Auto Ordnance - M1 Carbine Vengeance, 30 cal, 18\"", Blade Fro",$993.00
Springfield Armory 1911 10MM RO ELITE OPERATOR,$989.00
Savage 40210 64 Takedown Semi-Automatic .22 LR (LR) 16.5 10+1 ,$207.00
Remington Firearms 84049 700 NRA American Hunter Bolt 6.5 CRD 2,"$1,061.00"
Bond Arms BAJW9MM Wicked 9mm (+45/410 Barrel) 4.25 2 Round ,$588.00
"STOEGER UPLANDER 20 GA W/28"" BARRELS",$386.00
Smith & Wesson LE 442 38 SPECIAL NO LOCK,$400.00
"Stoeger M3000 Satin Walnut 12GA 28\"" Shotgun 31843",$549.00
"A. Uberti Firearms 1873 Cattleman II New Model, .45 Colt, 4.75""",$466.00
"Uberti 1851 Navy Model Revolver U341359, 38 Special, 5.5\"", W",$477.00
"Uberti 1873 Cattleman II New Model, .357 Mag, 7.5\"", Brass Li",$450.00
Ruger REDHAWK 10MM 7.5 Stainless Steel 6RD,$799.00
CHA MESA BA 6.5PRC 24B BB,"$1,176.00"
MOSSBERG PATRIOT RIFLE 6.5 CRD,$371.00
North American Arms (NAA) NAA-22MC-TW The Wasp 5RD 22LR/22MAG 1,$302.00
"CZ-USA Hammer Classic Side by Side 12 GA 30\"" 3\"" Turkish Wal",$883.00
"CZ Bren 2 Ms Pistol 7.62x39mm 11""","$1,627.00"
CZ-USA 1012 Semi-Automatic 12 GA 28 4+1 3 Mossy Oak Blades Synt,$584.00
Ruger 8368 American Rimfire Target Bolt .22 MAG 18,$452.00
Stoeger Semi-Auto 3in. 20 GA MOB 26in. 4+1,$549.00
KIMBER K6S .357 MAG DCR REVOLVER,"$1,005.00"
CIMARRON PISTOLERO .45 LC,$478.00
CIMARRON TEXAS RANGERS .45 LC,$698.00
CZ-USA CZ455 TRAINING .17 HMR,$348.00
Ruger Silent-SR 22LR/22WMR/17HMR Suppressor,$327.00
Remington 200TH YEAR ANV 7600 3006,"$1,100.00"
Savage AXIS II XP 270 Hardwood WEAVER,$430.00
Savage AXIS II XP 3006 Hardwood,$493.00
"Ruger 5106 Vaquero 6RD 357MAG/38SP 5.5""",$659.00
"Weatherby Vanguard Camilla 308 Win 20\"" 5rds Fleur-De-Lis",$655.00
